MarkerID Clock Adjusted Fk N_Shared N_Others PostMean PostMode PostMedian PostCI025 PostCI975 Robust Lower Upper
15 C 1 276 100 100 1.27510793 1.28723460 1.25971276 1.03735311 1.50930947 0.92941142 0.29517770 2.92639176
17 M 0 276 100 100 0.35876453 0.35964432 0.35195491 0.28941830 0.42724691 0.49918500 0.20722007 1.20251706
17 R 0 276 100 100 0.69680860 0.70282099 0.68779426 0.60363051 0.78134650 0.90415029 0.56013132 1.45945732
17 C 0 276 100 100 0.45846339 0.45616417 0.45616417 0.39553921 0.51599898 0.80281716 0.35639452 1.80843242
17 M 1 276 99 91 0.65773770 0.65869777 0.64461441 0.51630755 0.80235320 0.55075672 0.20566478 1.47489018
17 R 1 276 100 90 1.27322140 1.25971276 1.25971276 1.08866871 1.44512995 1.03145285 0.56013132 1.89936708
17 C 1 276 100 90 1.24488607 1.23277935 1.23277935 1.03915869 1.44147010 0.92660351 0.35639452 2.40911130
35 M 0 276 100 100 0.63647744 0.63083217 0.63083217 0.50434048 0.76937859 0.58235120 0.23992201 1.41351316
35 R 0 276 100 100 1.50615283 1.49747972 1.49747972 1.30191152 1.69202768 1.32362778 0.79393101 2.20672890
35 C 0 276 100 100 1.34441287 1.34409530 1.31535774 1.14922743 1.52402411 1.19384206 0.52838098 2.69740759
35 M 1 276 100 96 0.72051017 0.71817602 0.70282099 0.56787986 0.87515747 0.59939832 0.23992201 1.49747972
35 R 1 276 100 96 1.70811250 1.70481798 1.70481798 1.47241782 1.92439053 1.36812799 0.79393101 2.35760306
35 C 1 276 100 96 1.72662569 1.74206436 1.70481798 1.47014040 1.96519602 1.24348291 0.52838098 2.92639176
126 M 0 396 100 100 0.74063748 0.73386653 0.73386653 0.59020115 0.89188768 0.65063297 0.25927848 1.63269725
126 R 0 396 100 100 1.48342893 1.49747972 1.46546271 1.26334075 1.69101696 1.29967437 0.67149052 2.51552837
126 C 0 396 100 100 1.47120485 1.46546271 1.46546271 1.20473595 1.73481467 1.19036388 0.42531427 3.33157453
126 M 1 396 100 100 0.74063748 0.73386653 0.73386653 0.59020115 0.89188768 0.65063297 0.25927848 1.63269725
126 R 1 396 100 100 1.48342893 1.49747972 1.46546271 1.26334075 1.69101696 1.29967437 0.67149052 2.51552837
126 C 1 396 100 100 1.47120485 1.46546271 1.46546271 1.20473595 1.73481467 1.19036388 0.42531427 3.33157453
125 M 0 482 100 100 0.62494233 0.63083217 0.61734460 0.50255143 0.74584524 0.59167581 0.28545323 1.22640148
125 R 0 482 100 100 1.37699966 1.37346071 1.37346071 1.19385485 1.54209286 1.21689650 0.78743737 1.88057763
125 C 0 482 100 100 1.18215837 1.18062777 1.15538524 1.01889773 1.33145215 1.07352907 0.53239300 2.16468787
125 M 1 482 100 93 0.69322136 0.68779426 0.68779426 0.55563732 0.83031492 0.61112320 0.28545323 1.30834588
125 R 1 482 100 68 1.89092034 1.89936708 1.85875748 1.61548161 2.14759678 1.34787700 0.78743737 2.30719610
125 C 1 482 100 68 1.88822558 1.89936708 1.85875748 1.58977755 2.16878716 1.24819489 0.53239300 2.92639176
131 M 0 482 100 100 0.87309417 0.87238161 0.85372957 0.70643405 1.03629252 0.81153964 0.41219241 1.59778921
131 R 0 482 100 100 1.83743082 1.81901614 1.81901614 1.60136602 2.05086751 1.68430896 1.20329699 2.35760306
131 C 0 482 100 100 1.90408749 1.89936708 1.89936708 1.64035419 2.14562345 1.65222070 0.87426908 3.12241769
131 M 1 482 100 100 0.87309417 0.87238161 0.85372957 0.70643405 1.03629252 0.81153964 0.41219241 1.59778921
131 R 1 482 100 100 1.83743082 1.81901614 1.81901614 1.60136602 2.05086751 1.68430896 1.20329699 2.35760306
131 C 1 482 100 100 1.90408749 1.89936708 1.89936708 1.64035419 2.14562345 1.65222070 0.87426908 3.12241769
